task,method,optimizer,parameter,parameter_value,metric,n_valid_pairs,median_paired_difference,ci95_lo,ci95_hi,bootstrap_seed,bootstrap_resamples,sampling_unit
Triple,GFE,BFGS,first_stage_factor,0.1,delta_objective_n_m,1,5.685035775471192e-14,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.1,delta_surrogate_residual_n,1,2.3841119503748933e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.1,delta_command_cosine_to_fixed_GFE,1,-1.0008305295627906e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.1,delta_field_cosine_to_fixed_GFE,1,-3.2440383712639687e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.1,delta_worst_displacement_a,1,1.5449942747935985e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.1,delta_minimum_stiffness_n_m,1,-2.7600403820077224e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.1,delta_common_nominal_loss_std_n_m,1,2.1601807885950113e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_solve_wall_s,1,0.1910356000007596,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_iterations,1,-172.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_evaluations,1,-187.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_terminal_gradient_l2,1,3.93591317211035e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_terminal_gradient_inf,1,-3.150981049439391e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_relative_gradient_l2,1,1.3108741645542843e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_objective_n_m,1,2.4558827194098853e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_surrogate_residual_n,1,1.635127075100547e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_command_cosine_to_fixed_GFE,1,-8.052836175664879e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_field_cosine_to_fixed_GFE,1,-1.7449375278033585e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_worst_displacement_a,1,1.5226015748770472e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_minimum_stiffness_n_m,1,-1.1724607608572246e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.2,delta_common_nominal_loss_std_n_m,1,2.519275168070093e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_solve_wall_s,1,-0.2500787000026321,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_iterations,1,-349.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_evaluations,1,-346.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_terminal_gradient_l2,1,-9.097836807532857e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_terminal_gradient_inf,1,-1.6800020404640409e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_relative_gradient_l2,1,-3.030076808816171e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_objective_n_m,1,-1.3153367284246542e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_surrogate_residual_n,1,4.809303263911896e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_command_cosine_to_fixed_GFE,1,-7.962008830020295e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_field_cosine_to_fixed_GFE,1,-1.2905565505150207e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_worst_displacement_a,1,9.911997915224013e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_minimum_stiffness_n_m,1,1.8687602485432941e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_factor,0.5,delta_common_nominal_loss_std_n_m,1,1.106744388801446e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_solve_wall_s,1,3.783644600000116,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_iterations,1,582.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_evaluations,1,624.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_terminal_gradient_l2,1,7.181047993019521e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_terminal_gradient_inf,1,3.155940822168374e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_relative_gradient_l2,1,2.391681390528823e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_objective_n_m,1,3.856984176486833e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_surrogate_residual_n,1,3.050037037587133e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_command_cosine_to_fixed_GFE,1,-6.527423046520653e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_field_cosine_to_fixed_GFE,1,-2.8040680888352654e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_worst_displacement_a,1,1.9537655050472225e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_minimum_stiffness_n_m,1,-7.444812804430212e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1.0,delta_common_nominal_loss_std_n_m,1,1.197565236606417e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_solve_wall_s,1,0.7486164000001736,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_iterations,1,63.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_evaluations,1,72.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_terminal_gradient_l2,1,-6.398696305286221e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_terminal_gradient_inf,1,-6.225002780634774e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_relative_gradient_l2,1,-2.1311155268527348e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_objective_n_m,1,2.546574062733953e-15,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_surrogate_residual_n,1,8.983206093043712e-14,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_command_cosine_to_fixed_GFE,1,-9.973977199706496e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_field_cosine_to_fixed_GFE,1,-4.3109738001589903e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_worst_displacement_a,1,1.6527489409834395e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_minimum_stiffness_n_m,1,7.201001823910896e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,50,delta_common_nominal_loss_std_n_m,1,1.588569559332754e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_solve_wall_s,1,0.9999759999918751,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_iterations,1,-26.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_evaluations,1,-17.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_terminal_gradient_l2,1,-6.230434391519089e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_terminal_gradient_inf,1,-2.7474296930482726e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_relative_gradient_l2,1,-2.0750751148846204e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_objective_n_m,1,1.4238610290817633e-14,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_surrogate_residual_n,1,8.592774496049232e-14,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_command_cosine_to_fixed_GFE,1,-8.105394133650634e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_field_cosine_to_fixed_GFE,1,-2.424505041176417e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_worst_displacement_a,1,2.5776319634296385e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_minimum_stiffness_n_m,1,-4.686470395781628e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,100.0,delta_common_nominal_loss_std_n_m,1,1.2511284861503814e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_solve_wall_s,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_iterations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_evaluations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_terminal_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_terminal_gradient_inf,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_relative_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_objective_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_surrogate_residual_n,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_command_cosine_to_fixed_GFE,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_field_cosine_to_fixed_GFE,1,-5.551115123125783e-16,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_worst_displacement_a,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_minimum_stiffness_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,250,delta_common_nominal_loss_std_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_solve_wall_s,1,-1.6497555000096327,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_iterations,1,-582.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_evaluations,1,-581.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_terminal_gradient_l2,1,5.754915189668164e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_terminal_gradient_inf,1,-1.1435082346320858e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_relative_gradient_l2,1,1.9167012358893136e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_objective_n_m,1,1.5762530169993738e-12,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_surrogate_residual_n,1,3.35180236947184e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_command_cosine_to_fixed_GFE,1,-1.1317202730509734e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_field_cosine_to_fixed_GFE,1,-1.95075067210837e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_worst_displacement_a,1,1.1520027508038488e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_minimum_stiffness_n_m,1,-1.8457095548110591e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,1000,delta_common_nominal_loss_std_n_m,1,1.898967368295109e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_solve_wall_s,1,3.403146199983894,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_iterations,1,599.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_evaluations,1,584.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_terminal_gradient_l2,1,4.454554259481773e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_terminal_gradient_inf,1,-6.723142934316899e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_relative_gradient_l2,1,1.4836099878262658e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_objective_n_m,1,2.282091182692625e-12,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_surrogate_residual_n,1,2.302591686979894e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_command_cosine_to_fixed_GFE,1,-2.617387417913619e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_field_cosine_to_fixed_GFE,1,-8.500866677252361e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_worst_displacement_a,1,6.871564661170559e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_minimum_stiffness_n_m,1,1.031365422969957e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,first_stage_iterations,3000,delta_common_nominal_loss_std_n_m,1,1.7410276274669535e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_solve_wall_s,1,-0.789045099998475,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_iterations,1,-423.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_evaluations,1,-435.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_terminal_gradient_l2,1,4.778088279162703e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_terminal_gradient_inf,1,-7.13698055823897e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_relative_gradient_l2,1,7.653883845990443e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_objective_n_m,1,-4.610886743285081e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_surrogate_residual_n,1,9.915941837038301e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_command_cosine_to_fixed_GFE,1,-0.0013173948411171477,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_field_cosine_to_fixed_GFE,1,-0.0009340931826113952,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_worst_displacement_a,1,0.009548780427926673,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_minimum_stiffness_n_m,1,-9.663577607948613e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.0,delta_common_nominal_loss_std_n_m,1,0.0028222343669704465,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_solve_wall_s,1,-0.7641132000135258,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_iterations,1,-515.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_evaluations,1,-532.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_terminal_gradient_l2,1,5.3450377707990765e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_terminal_gradient_inf,1,-1.258075891203973e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_relative_gradient_l2,1,7.902698472149053e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_objective_n_m,1,-2.885987683429181e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_surrogate_residual_n,1,1.187098008206668e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_command_cosine_to_fixed_GFE,1,-2.0895929603303998e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_field_cosine_to_fixed_GFE,1,-1.3866653378102889e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_worst_displacement_a,1,0.0016540787129132317,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_minimum_stiffness_n_m,1,-1.1617365490898405e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.03,delta_common_nominal_loss_std_n_m,1,0.00033691120872195987,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_solve_wall_s,1,-0.6190009000129066,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_iterations,1,-455.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_evaluations,1,-436.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_terminal_gradient_l2,1,-3.4654501879389816e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_terminal_gradient_inf,1,-6.93340990809836e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_relative_gradient_l2,1,3.453314508228718e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_objective_n_m,1,-5.320936418487521e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_surrogate_residual_n,1,1.2192187991529963e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_command_cosine_to_fixed_GFE,1,-2.2036925040325173e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_field_cosine_to_fixed_GFE,1,-1.4390150326892837e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_worst_displacement_a,1,0.00018799057977270106,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_minimum_stiffness_n_m,1,-1.128687770363861e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.1,delta_common_nominal_loss_std_n_m,1,3.409425645502381e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_solve_wall_s,1,-1.2400842000060948,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_iterations,1,-465.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_evaluations,1,-473.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_terminal_gradient_l2,1,-4.644511914533965e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_terminal_gradient_inf,1,-3.944880378847597e-12,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_relative_gradient_l2,1,2.2152970294044785e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_objective_n_m,1,-1.3564596791637573e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_surrogate_residual_n,1,2.837604705176642e-12,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_command_cosine_to_fixed_GFE,1,-1.3722691094564254e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_field_cosine_to_fixed_GFE,1,-9.017750213224929e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_worst_displacement_a,1,4.683307449571128e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_minimum_stiffness_n_m,1,-2.8636713225987237e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,0.3,delta_common_nominal_loss_std_n_m,1,8.473840106491728e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_solve_wall_s,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_iterations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_evaluations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_terminal_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_terminal_gradient_inf,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_relative_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_objective_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_surrogate_residual_n,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_command_cosine_to_fixed_GFE,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_field_cosine_to_fixed_GFE,1,-5.551115123125783e-16,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_worst_displacement_a,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_minimum_stiffness_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,1.0,delta_common_nominal_loss_std_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_solve_wall_s,1,0.8172588999877917,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_iterations,1,-21.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_evaluations,1,32.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_terminal_gradient_l2,1,9.064002782523641e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_terminal_gradient_inf,1,4.7877937731500946e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_relative_gradient_l2,1,-4.828725796922298e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_objective_n_m,1,3.875735881536668e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_surrogate_residual_n,1,-1.0642427675224342e-12,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_command_cosine_to_fixed_GFE,1,-1.6653723955428745e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_field_cosine_to_fixed_GFE,1,-8.002962736952668e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_worst_displacement_a,1,-1.2929907277192676e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_minimum_stiffness_n_m,1,8.207691047884373e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,3.0,delta_common_nominal_loss_std_n_m,1,-2.4121678160881064e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_solve_wall_s,1,6.905114599998342,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_iterations,1,1203.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,gamma_uniformity,10.0,delta_evaluations,1,1304.0,,,20260908,10000,paired seed; targets nested inside command
