task,method,optimizer,parameter,parameter_value,metric,n_valid_pairs,median_paired_difference,ci95_lo,ci95_hi,bootstrap_seed,bootstrap_resamples,sampling_unit
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_solve_wall_s,1,-0.0004346999921835959,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_iterations,1,1.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_evaluations,1,5.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_terminal_gradient_l2,1,-2.3605399128584065e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_terminal_gradient_inf,1,-3.6688872649428466e-09,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_relative_gradient_l2,1,-5.1310845825183177e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_objective_n_m,1,-0.0013804163808334574,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_surrogate_residual_n,1,-1.9449358690859152e-07,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_command_cosine_to_fixed_GFE,1,-0.0008016701581137209,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_field_cosine_to_fixed_GFE,1,-0.00017331890345184675,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_worst_displacement_a,1,0.09526845760886424,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_minimum_stiffness_n_m,1,-0.00020008539251576123,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,0.75,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_solve_wall_s,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_iterations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_evaluations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_terminal_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_terminal_gradient_inf,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_relative_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_objective_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_surrogate_residual_n,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_command_cosine_to_fixed_GFE,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_field_cosine_to_fixed_GFE,1,-6.661338147750939e-16,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_worst_displacement_a,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_minimum_stiffness_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.0,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_solve_wall_s,1,-0.0010609000019030645,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_iterations,1,-3.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_evaluations,1,-5.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_terminal_gradient_l2,1,-1.6593461608247517e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_terminal_gradient_inf,1,2.7569196459167605e-09,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_relative_gradient_l2,1,-3.654683621024995e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_objective_n_m,1,0.0028007605381917683,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_surrogate_residual_n,1,1.8984608208339796e-07,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_command_cosine_to_fixed_GFE,1,-0.0014292993994985403,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_field_cosine_to_fixed_GFE,1,-0.00015058774544607356,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_worst_displacement_a,1,0.14529703227899318,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_minimum_stiffness_n_m,1,-8.547328448251694e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,1.5,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_solve_wall_s,1,-0.0012913999962620437,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_iterations,1,-7.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_evaluations,1,-11.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_terminal_gradient_l2,1,1.8851469296281916e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_terminal_gradient_inf,1,2.513892505822999e-09,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_relative_gradient_l2,1,4.26860332634143e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_objective_n_m,1,0.006514462335174144,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_surrogate_residual_n,1,1.575473858156595e-07,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_command_cosine_to_fixed_GFE,1,-0.0018382515939967536,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_field_cosine_to_fixed_GFE,1,-0.00016491584050393193,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_worst_displacement_a,1,0.11969964660323434,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_minimum_stiffness_n_m,1,3.3577260151709983e-06,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,stencil_factor,2.0,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_solve_wall_s,1,0.0021065000037197024,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_iterations,1,23.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_evaluations,1,25.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_terminal_gradient_l2,1,-1.0115281648285582e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_terminal_gradient_inf,1,5.65590920836023e-10,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_relative_gradient_l2,1,-1.3422985278449087e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_objective_n_m,1,0.0064015357137771275,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_surrogate_residual_n,1,1.591308396032154e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_command_cosine_to_fixed_GFE,1,-0.19667680652411046,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_field_cosine_to_fixed_GFE,1,-0.15605506625242527,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_worst_displacement_a,1,0.18156491313642326,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_minimum_stiffness_n_m,1,-0.0004179205171024815,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.1,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_solve_wall_s,1,-0.0008440999808954075,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_iterations,1,4.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_evaluations,1,3.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_terminal_gradient_l2,1,-2.4737054176405324e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_terminal_gradient_inf,1,-2.8565515400699434e-09,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_relative_gradient_l2,1,-5.218993253113066e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_objective_n_m,1,0.00575106080152106,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_surrogate_residual_n,1,-3.530558694767872e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_command_cosine_to_fixed_GFE,1,-0.06502542369332176,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_field_cosine_to_fixed_GFE,1,-0.04729399434193482,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_worst_displacement_a,1,0.03577225938980461,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_minimum_stiffness_n_m,1,-0.00014400461845113371,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.3,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_solve_wall_s,1,0.0006634000164922327,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_iterations,1,3.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_evaluations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_terminal_gradient_l2,1,-2.318130788108264e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_terminal_gradient_inf,1,-2.1078181301160526e-09,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_relative_gradient_l2,1,-4.90704337171766e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_objective_n_m,1,0.0043432641184110235,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_surrogate_residual_n,1,-4.131612229113133e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_command_cosine_to_fixed_GFE,1,-0.023257234394631343,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_field_cosine_to_fixed_GFE,1,-0.016746445699967416,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_worst_displacement_a,1,-0.006716479597441545,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_minimum_stiffness_n_m,1,-3.365548372382364e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,0.5,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_solve_wall_s,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_iterations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_evaluations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_terminal_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_terminal_gradient_inf,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_relative_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_objective_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_surrogate_residual_n,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_command_cosine_to_fixed_GFE,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_field_cosine_to_fixed_GFE,1,-6.661338147750939e-16,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_worst_displacement_a,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_minimum_stiffness_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,1.0,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_solve_wall_s,1,-0.00033310000435449183,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_iterations,1,1.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_evaluations,1,2.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_terminal_gradient_l2,1,-1.7934411849631852e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_terminal_gradient_inf,1,-2.1053012218722665e-10,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_relative_gradient_l2,1,-4.2951226210835636e-05,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_objective_n_m,1,-0.007740584294131804,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_surrogate_residual_n,1,9.985895867811518e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_command_cosine_to_fixed_GFE,1,-0.024858350181717448,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_field_cosine_to_fixed_GFE,1,-0.017926408546974915,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_worst_displacement_a,1,0.09091176323051522,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_minimum_stiffness_n_m,1,-0.00012556394945779708,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,2.0,delta_common_nominal_loss_std_n_m,0,,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,3.0,delta_solve_wall_s,1,-0.0007350999949267134,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,3.0,delta_iterations,1,-3.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,3.0,delta_evaluations,1,-4.0,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,3.0,delta_terminal_gradient_l2,1,-1.3460529808825563e-08,,,20260908,10000,paired seed; targets nested inside command
Single,GFE,L-BFGS-B,transverse_ratio_factor,3.0,delta_terminal_gradient_inf,1,1.4446575257482695e-09,,,20260908,10000,paired seed; targets nested inside command
